epochs: 4, err_dist: x:2.62, y:2.29, bias corrected: x:2.77, y:0.95
tolerance: 5, acc_box: x:95.45, y:99.68, x_corr:100.00, y_corr:100.00
tolerance: 6, acc_box: x:100.00, y:99.68, x_corr:100.00, y_corr:100.00



epochs: 44, err_dist: x:2.36, y:2.37, bias corrected: x:2.46, y:0.71
tolerance: 1, acc_box: x:15.91, y:3.90, x_corr:6.17, y_corr:88.64
tolerance: 2, acc_box: x:50.00, y:31.17, x_corr:34.42, y_corr:93.18
tolerance: 3, acc_box: x:67.53, y:93.83, x_corr:73.05, y_corr:95.45
tolerance: 4, acc_box: x:83.12, y:98.05, x_corr:93.51, y_corr:97.08
tolerance: 5, acc_box: x:98.38, y:98.70, x_corr:99.68, y_corr:97.73
tolerance: 6, acc_box: x:100.00, y:99.35, x_corr:100.00, y_corr:99.03



epochs: 48, err_dist: x:2.47, y:2.26, bias corrected: x:2.57, y:0.40
tolerance: 1, acc_box: x:12.99, y:0.32, x_corr:2.60, y_corr:98.70
tolerance: 2, acc_box: x:47.40, y:38.31, x_corr:34.09, y_corr:99.68
tolerance: 3, acc_box: x:66.88, y:97.40, x_corr:66.23, y_corr:99.68
tolerance: 4, acc_box: x:78.57, y:99.68, x_corr:92.53, y_corr:99.68
tolerance: 5, acc_box: x:98.05, y:99.68, x_corr:100.00, y_corr:100.00
tolerance: 6, acc_box: x:100.00, y:99.68, x_corr:100.00, y_corr:100.00



epochs: 52, err_dist: x:2.27, y:2.54, bias corrected: x:2.37, y:0.59
tolerance: 1, acc_box: x:21.43, y:2.60, x_corr:8.77, y_corr:89.61
tolerance: 2, acc_box: x:52.27, y:24.03, x_corr:42.86, y_corr:95.78
tolerance: 3, acc_box: x:71.10, y:85.39, x_corr:70.45, y_corr:97.40
tolerance: 4, acc_box: x:82.79, y:97.40, x_corr:91.56, y_corr:98.70
tolerance: 5, acc_box: x:96.75, y:98.05, x_corr:98.05, y_corr:99.35
tolerance: 6, acc_box: x:100.00, y:99.35, x_corr:100.00, y_corr:99.68



epochs: 56, err_dist: x:2.49, y:2.43, bias corrected: x:2.61, y:0.55
tolerance: 1, acc_box: x:16.23, y:1.30, x_corr:2.92, y_corr:93.51
tolerance: 2, acc_box: x:44.48, y:31.49, x_corr:32.14, y_corr:98.38
tolerance: 3, acc_box: x:64.94, y:92.21, x_corr:67.53, y_corr:98.38
tolerance: 4, acc_box: x:81.82, y:98.70, x_corr:91.56, y_corr:98.70
tolerance: 5, acc_box: x:96.10, y:98.70, x_corr:98.38, y_corr:99.03
tolerance: 6, acc_box: x:99.35, y:98.70, x_corr:99.35, y_corr:99.35



epochs: 60, err_dist: x:2.69, y:2.51, bias corrected: x:2.75, y:0.88
tolerance: 1, acc_box: x:9.42, y:8.44, x_corr:4.55, y_corr:77.27
tolerance: 2, acc_box: x:41.88, y:33.44, x_corr:33.44, y_corr:88.64
tolerance: 3, acc_box: x:63.64, y:85.71, x_corr:62.66, y_corr:91.88
tolerance: 4, acc_box: x:78.25, y:93.83, x_corr:81.82, y_corr:96.10
tolerance: 5, acc_box: x:94.48, y:94.81, x_corr:95.78, y_corr:99.03
tolerance: 6, acc_box: x:98.05, y:96.43, x_corr:98.70, y_corr:99.68



